요일,법규위반,가해운전자차종,가해운전자성별,가해운전자상해정도,피해운전자상해정도,가해운전자연령,피해운전자차종,피해운전자성별,피해운전자연령,노면상태,기상상태,cleanedAdress,X,Y,사고연도,사고월,사고일,사고시각,사고대분류,사고중분류,사고소분류,도로형태_대,도로형태_중,D.법규위반.과속,D.법규위반.교차로운행방법위반,D.법규위반.기타,D.법규위반.보행자보호의무위반,D.법규위반.불법유턴,D.법규위반.신호위반,D.법규위반.안전거리미확보,D.법규위반.중앙선침범,D.법규위반.직진우회전진행방해,D.법규위반.차로위반,D.노면상태.결빙,D.노면상태.기타,D.노면상태.서리결빙,D.노면상태.습기,D.노면상태.적설,D.노면상태.젖음습기,D.기상상태.기타,D.기상상태.눈,D.기상상태.비,D.기상상태.안개,D.기상상태.흐림,D.가해운전자차종.개인형이동수단PM,D.가해운전자차종.건설기계,D.가해운전자차종.기타불명,D.가해운전자차종.농기계,D.가해운전자차종.사륜오토바이ATV,D.가해운전자차종.승합,D.가해운전자차종.원동기,D.가해운전자차종.이륜,D.가해운전자차종.자전거,D.가해운전자차종.특수,D.가해운전자차종.화물,D.가해운전자성별.기타불명,D.가해운전자성별.여,D.피해운전자차종.공란,D.피해운전자차종.개인형이동수단PM,D.피해운전자차종.건설기계,D.피해운전자차종.기타불명,D.피해운전자차종.농기계,D.피해운전자차종.미분류,D.피해운전자차종.보행자,D.피해운전자차종.사륜오토바이ATV,D.피해운전자차종.승합,D.피해운전자차종.원동기,D.피해운전자차종.이륜,D.피해운전자차종.자전거,D.피해운전자차종.특수,D.피해운전자차종.화물,D.피해운전자성별.공란,D.피해운전자성별.기타불명,D.피해운전자성별.미분류,D.피해운전자성별.여,D.사고대분류.차대사람,D.사고대분류.차량단독,D.사고중분류.공작물충돌,D.사고중분류.기타,D.사고중분류.길가장자리구역통행중,D.사고중분류.도로외이탈,D.사고중분류.보도통행중,D.사고중분류.전도전복,D.사고중분류.정면충돌,D.사고중분류.차도통행중,D.사고중분류.측면직각충돌,D.사고중분류.측면충돌,D.사고중분류.횡단중,D.사고중분류.후진중충돌,D.도로형태_대.기타,D.도로형태_대.단일로,D.도로형태_대.미분류,D.도로형태_대.주차장,D.도로형태_중.고가도로위,D.도로형태_중.교량,D.도로형태_중.교차로안,D.도로형태_중.교차로횡단보도내,D.도로형태_중.기타,D.도로형태_중.미분류,D.도로형태_중.주차장,D.도로형태_중.지하차도내,D.도로형태_중.터널,D.도로형태_중.횡단보도부근,D.도로형태_중.횡단보도상,인명피해 심각도,사망자수,중상자수,경상자수,부상신고자수
금요일,안전운전불이행,원동기,남,부상신고,상해없음,76,승용,남,58,건조,맑음,충청남도 천안시 서북구 와촌동,127.1443816,36.80938883,2017,4,14,9,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
금요일,안전운전불이행,승용,남,상해없음,경상,65,승용,남,32,건조,맑음,충청남도 천안시 서북구 백석동,127.1139785,36.82707391,2017,3,3,7,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0
목요일,안전거리미확보,승용,남,상해없음,경상,68,승용,여,45,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2017,7,13,12,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,신호위반,사륜오토바이(ATV),남,상해없음,경상,80,승용,여,45,건조,맑음,충청남도 천안시 동남구 병천면,127.3037955,36.79178618,2017,3,29,16,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
화요일,직진우회전진행방해,사륜오토바이(ATV),남,상해없음,경상,69,승용,여,31,건조,맑음,충청남도 천안시 동남구 다가동,127.1490991,36.79533004,2017,7,11,14,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,4,1
화요일,직진우회전진행방해,화물,남,기타불명,경상,65,화물,남,64,젖음/습기,비,충청남도 천안시 동남구 용곡동,127.1389589,36.78840132,2017,6,6,20,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
금요일,보행자보호의무위반,승용,남,상해없음,경상,65,보행자,남,52,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2017,3,17,7,차대사람,보도통행중,없음,교차로,교차로횡단보도내,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0
토요일,안전운전불이행,사륜오토바이(ATV),남,중상,상해없음,68,승용,남,56,건조,맑음,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576,2017,3,18,17,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
금요일,안전운전불이행,승용,남,상해없음,경상,68,승용,남,33,건조,맑음,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014,2017,6,30,21,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,교차로운행방법위반,승용,남,상해없음,중상,78,화물,남,64,건조,맑음,충청남도 천안시 서북구 불당동,127.1068427,36.80893574,2017,5,17,11,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
토요일,안전운전불이행,승용,남,상해없음,경상,66,승용,남,57,건조,맑음,충청남도 천안시 서북구 백석동,127.1139785,36.82707391,2017,7,8,18,차대차,기타,없음,주차장,주차장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0
수요일,안전운전불이행,화물,남,상해없음,상해없음,67,승합,남,46,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2017,4,12,19,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,안전거리미확보,승용,남,기타불명,상해없음,66,승용,남,63,건조,맑음,충청남도 천안시 동남구 신방동,127.1280664,36.77929128,2017,3,27,12,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,교차로운행방법위반,승용,남,경상,경상,72,승용,여,38,건조,맑음,충청남도 천안시 동남구 안서동,127.1834881,36.83753276,2017,8,9,16,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,6,0
화요일,신호위반,승용,남,경상,경상,84,승용,남,35,건조,맑음,충청남도 천안시 동남구 용곡동,127.1389589,36.78840132,2017,6,6,14,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
월요일,안전운전불이행,사륜오토바이(ATV),남,상해없음,경상,74,승용,여,50,건조,맑음,충청남도 천안시 동남구 광덕면,127.0869169,36.6710256,2017,5,1,7,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
화요일,안전거리미확보,화물,남,상해없음,경상,65,화물,남,18,건조,맑음,충청남도 천안시 동남구 다가동,127.1490991,36.79533004,2017,8,1,12,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
금요일,안전거리미확보,화물,남,상해없음,경상,66,승용,남,59,건조,맑음,충청남도 천안시 동남구 성남면,127.2325011,36.72908092,2017,6,30,13,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1
금요일,안전운전불이행,승용,남,상해없음,부상신고,68,승용,여,35,건조,맑음,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014,2017,3,10,12,차대차,추돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금요일,안전거리미확보,승용,남,상해없음,경상,66,승용,남,34,젖음/습기,흐림,충청남도 천안시 서북구 신당동,127.1579927,36.85758716,2017,7,21,20,차대차,기타,없음,교차로,교차로부근,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0
월요일,차로위반,승용,남,상해없음,경상,81,승용,남,46,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2016,10,31,18,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,안전운전불이행,승용,여,기타불명,경상,74,승용,여,31,건조,맑음,충청남도 천안시 서북구 불당동,127.1068427,36.80893574,2017,5,15,19,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
일요일,안전운전불이행,승용,여,상해없음,중상,65,보행자,여,60,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2017,4,23,16,차대사람,길가장자리구역통행중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1
금요일,안전운전불이행,승합,남,기타불명,경상,65,보행자,여,19,건조,맑음,충청남도 천안시 동남구 안서동,127.1834881,36.83753276,2017,7,28,8,차대사람,길가장자리구역통행중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,안전운전불이행,화물,남,상해없음,경상,65,보행자,여,32,건조,맑음,충청남도 천안시 동남구 원성동,127.1613401,36.80809978,2017,6,28,18,차대사람,횡단중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,신호위반,화물,남,상해없음,중상,70,승용,여,62,건조,맑음,충청남도 천안시 동남구 다가동,127.1490991,36.79533004,2017,8,23,7,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
금요일,신호위반,승용,남,상해없음,경상,69,승용,남,54,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2016,11,11,10,차대차,측면직각충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
수요일,중앙선침범,자전거,여,경상,상해없음,68,승용,남,40,건조,맑음,충청남도 천안시 동남구 수신면,127.2864363,36.72405569,2017,7,19,17,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
화요일,안전운전불이행,승용,남,상해없음,경상,75,승용,남,45,건조,맑음,충청남도 천안시 서북구 성환읍,127.1243436,36.93086458,2017,4,11,18,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0
토요일,안전운전불이행,자전거,여,부상신고,상해없음,84,승용,여,47,건조,맑음,충청남도 천안시 서북구 성정동,127.1401007,36.81887228,2017,8,12,10,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
수요일,안전운전불이행,승용,남,기타불명,경상,68,승용,여,43,건조,맑음,충청남도 천안시 서북구 백석동,127.1139785,36.82707391,2016,11,30,18,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
화요일,안전운전불이행,승용,여,상해없음,경상,73,보행자,여,9,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2017,8,22,17,차대사람,횡단중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,안전거리미확보,승용,남,상해없음,상해없음,67,승합,남,58,건조,맑음,충청남도 천안시 동남구 구성동,127.1705605,36.79706163,2017,6,12,9,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,화물,남,상해없음,사망,71,보행자,여,63,건조,맑음,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576,2017,8,18,15,차대사람,길가장자리구역통행중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0
화요일,안전운전불이행,승용,남,상해없음,중상,73,보행자,여,88,건조,맑음,충청남도 천안시 동남구 원성동,127.1613401,36.80809978,2017,6,6,8,차대사람,횡단중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1
금요일,안전운전불이행,승용,남,상해없음,상해없음,70,승용,남,61,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2017,4,14,19,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
목요일,직진우회전진행방해,자전거,남,경상,상해없음,68,승용,남,65,건조,맑음,충청남도 천안시 서북구 성환읍,127.1243436,36.93086458,2016,12,8,18,차대차,측면직각충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,화물,남,상해없음,경상,70,승용,여,49,건조,맑음,충청남도 천안시 동남구 용곡동,127.1389589,36.78840132,2017,8,11,12,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
목요일,안전운전불이행,농기계,남,상해없음,경상,67,승용,여,53,건조,맑음,충청남도 천안시 동남구 안서동,127.1834881,36.83753276,2017,5,11,19,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
수요일,안전운전불이행,승용,남,상해없음,경상,70,승용,여,51,건조,맑음,충청남도 천안시 서북구 백석동,127.1139785,36.82707391,2017,5,31,7,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
화요일,안전운전불이행,승용,남,상해없음,중상,71,보행자,여,90 이상,건조,맑음,충청남도 천안시 동남구 사직동,127.148307,36.80092319,2017,8,29,9,차대사람,차도통행중,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,1
금요일,기타,승용,남,상해없음,중상,74,보행자,여,53,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2017,9,15,19,차대사람,기타,없음,단일로,기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0
금요일,직진우회전진행방해,이륜,남,경상,상해없음,75,승합,남,48,건조,맑음,충청남도 천안시 동남구 구성동,127.1705605,36.79706163,2017,9,15,16,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
화요일,안전운전불이행,자전거,남,부상신고,상해없음,76,화물,남,50,건조,맑음,충청남도 천안시 동남구 원성동,127.1613401,36.80809978,2017,7,4,14,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
월요일,안전운전불이행,승용,남,상해없음,경상,69,승용,여,43,건조,맑음,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014,2017,7,3,16,차대차,추돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
수요일,신호위반,승용,남,상해없음,경상,78,승용,남,44,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2017,4,19,13,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
